chr	start	end	name	log2fc	pval
chr7	19003976	19004792	692		
chr7	19011984	19012664	59		
chr7	19024359	19025153	756		
chr7	19075610	19076916	900		
chr7	19083846	19085307	508		
chr7	19094128	19095533	887		
chr7	19119760	19120483	472		
chr7	19130996	19131468	48		
chr7	19131660	19132075	101		
chr7	19148688	19149248	284		
chr7	19149469	19150369	576		
chr7	19180919	19181749	220		
chr7	19212469	19213539	460		
chr7	19213821	19214038	49		
chr7	19227439	19228067	440		
chr7	19228298	19228715	393		
chr7	19228877	19229387	254		
chr7	19269458	19269690	122		
chr7	19270489	19272580	1813		
chr7	19282439	19283148	133		
chr7	19290771	19291704	225		
chr7	19300735	19301241	170		
chr7	19308203	19308638	331		
chr7	19308748	19309857	427		
chr7	19310027	19310351	208		
chr7	19319704	19320131	67		
chr7	19320240	19320514	25		
chr7	19326264	19327224	142		
chr7	19332586	19333598	324		
chr7	19342253	19342701	99		
chr7	19344758	19345799	487		
chr7	19359083	19360540	1116		
chr7	19361169	19361942	649		
chr7	19369991	19370210	15		
chr7	19381937	19382759	580		
chr7	19403611	19404263	70		
chr7	19411039	19412075	304		
chr7	19421086	19421408	22		
chr7	19457798	19459232	1108		
chr7	19473768	19474689	201		
chr7	19508001	19509223	1008		
chr7	19523923	19524380	18		
chr7	19561261	19562464	1238		
chr7	19562559	19563061	183		
chr7	19572605	19573848	670		
chr7	19577339	19577919	102		
chr7	19603824	19604748	834		
chr7	19628189	19629763	942		
chr7	19664357	19665925	1693		
chr7	19697891	19699457	247		
chr7	19714776	19715517	790		
chr7	19715902	19716508	176		
chr7	19748751	19749666	568		
chr7	19749897	19750269	114		
chr7	19750411	19750611	50		
chr7	19755682	19756838	89		
chr7	19769462	19770831	602		
chr7	19789943	19790284	27		
chr7	19796551	19796751	10		
chr7	19796954	19797371	24		
chr7	19809229	19809695	20		
chr7	19816051	19817349	224		
chr7	19822086	19823139	452		
chr7	19830631	19830855	7		
chr7	19920264	19921325	749		
chr7	19933338	19933710	19		
chr7	22774859	22775394	39		
chr7	24081847	24082646	933		
chr7	24104445	24104669	2		
chr7	24106380	24106624	18		
chr7	24111891	24113139	568		
chr7	24133674	24134711	405		
chr7	24174956	24175340	18		
chr7	24207499	24208356	243		
chr7	24237216	24237836	197		
chr7	24254363	24255298	154		
chr7	24269961	24270732	277		
chr7	24298808	24299701	419		
chr7	24316193	24317170	361		
chr7	24370370	24371034	17		
chr7	24399187	24400396	425		
chr7	24462447	24463628	143		
chr7	24481410	24482487	327		
chr7	24506832	24508025	867		
chr7	24529957	24530506	295		
chr7	24530621	24531778	478		
chr7	24547102	24547687	439		
chr7	24587341	24587651	20		
chr7	24593585	24594400	307		
chr7	24610630	24611737	164		
chr7	24638007	24638625	14		
chr7	24862445	24862645	11		
chr7	24884087	24884437	152		
chr7	24884546	24885374	1075		
chr7	24902599	24904150	857		
chr7	24904349	24904811	211		
chr7	24954068	24955105	98		
chr7	24971706	24972743	983		
chr7	25005629	25005829	9		
chr7	25072054	25072401	56		
chr7	25072563	25072931	101		
chr7	25076459	25076931	335		
chr7	25077230	25078001	848		
chr7	25132039	25132777	42		
chr7	25179112	25180051	82		
chr7	25218873	25219920	899		
chr7	25221367	25221972	493		
chr7	25237132	25238454	1125		
chr7	25248998	25250783	2322		
chr7	25267555	25267950	292		
chr7	25268349	25269028	602		
chr7	25278400	25279826	800		
chr7	25282185	25283101	714		
chr7	25297194	25298166	330		
chr7	25305979	25306488	42		
chr7	25315525	25315821	49		
chr7	25316240	25316581	53		
chr7	25316697	25317661	432		
chr7	25376747	25377167	51		
chr7	25386668	25388977	871		
chr7	25394862	25396078	671		
chr7	25476481	25477702	225		
chr7	25618934	25619959	519		
chr7	25627013	25628370	302		
chr7	25658075	25658830	616		
chr7	25659134	25659705	378		
chr7	25680315	25681100	364		
chr7	25686824	25689224	2082		
chr7	25704134	25704449	26		
chr7	25718329	25719449	749		
chr7	25753741	25755252	1410		
chr7	25755483	25756049	227		
chr7	25781459	25782029	50		
chr7	25787885	25789027	297		
chr7	25816227	25816933	35		
chr7	25848133	25848678	117		
chr7	26905319	26905615	18		
chr7	27165827	27167582	1182		
chr7	27178160	27178973	501		
chr7	27179131	27179439	64		
chr7	27195342	27196268	947		
chr7	27196417	27196678	72		
chr7	27227658	27229024	872		
chr7	27233008	27233466	176		
chr7	27258285	27259742	641		
chr7	27322090	27322457	23		
chr7	27332080	27333836	1100		
chr7	27355463	27356626	402		
chr7	27361688	27362024	35		
chr7	27396406	27396620	12		
chr7	27408424	27409018	43		
chr7	27446471	27446798	42		
chr7	27447970	27448657	213		
chr7	27473341	27474595	1257		
chr7	27481325	27481735	37		
chr7	27486463	27486750	108		
chr7	27486966	27488064	1078		
chr7	27507441	27508630	361		
chr7	27542411	27543243	138		
chr7	27552695	27553794	657		
chr7	27560519	27561503	94		
chr7	27591602	27592567	1143		
chr7	27605893	27606249	24		
chr7	27673724	27674924	907		
chr7	27688819	27689290	105		
chr7	27689405	27689892	119		
chr7	27731106	27732032	434		
chr7	27804418	27805403	509		
chr7	27838099	27839066	431		
chr7	27860043	27861261	333		
chr7	27928855	27929739	365		
chr7	27941128	27942028	54		
chr7	27978611	27979617	776		
chr7	28013597	28014580	418		
chr7	28049429	28050139	586		
chr7	28168994	28170556	961		
chr7	28179426	28180567	1389		
chr7	28208719	28209317	25		
chr7	28259838	28260213	26		
chr7	28267668	28268710	588		
chr7	28277654	28278356	357		
chr7	28294348	28295017	41		
chr7	28311371	28312399	728		
chr7	28337992	28339236	1088		
chr7	28350213	28350558	112		
chr7	28350672	28351470	1085		
chr7	28371139	28371384	85		
chr7	28371556	28372679	1161		
chr7	28377383	28379248	1610		
chr7	28381735	28381997	119		
chr7	28392128	28392729	594		
chr7	28392902	28393581	603		
chr7	28435630	28436378	1021		
chr7	28436661	28437099	225		
chr7	28451650	28452495	219		
chr7	28467253	28467818	34		
chr7	28597579	28598245	363		
chr7	28693016	28693818	31		
chr7	28716419	28717281	159		
chr7	28732511	28732995	43		
chr7	28741320	28742311	842		
chr7	28765971	28766570	567		
chr7	28766730	28767334	480		
chr7	28795990	28796778	114		
chr7	28808518	28809171	789		
chr7	28809295	28810460	691		
chr7	28810886	28811890	1236		
chr7	28825245	28826323	320		
chr7	28867587	28867869	19		
chr7	28881591	28881834	11		
chr7	28888588	28889070	23		
chr7	28961057	28962315	1229		
chr7	28981218	28981898	473		
chr7	28982070	28982423	112		
chr7	29000844	29001271	28		
chr7	29134958	29135642	71		
chr7	29155557	29156283	721		
chr7	29169168	29170781	496		
chr7	29179846	29180580	736		
chr7	29211283	29212084	122		
chr7	29231692	29232935	572		
chr7	29237937	29238150	35		
chr7	29238275	29238954	419		
chr7	29247664	29248758	144		
chr7	29281022	29282209	386		
chr7	29289029	29290023	252		
chr7	29303974	29304246	19		
chr7	29307541	29308269	82		
chr7	29309279	29309673	30		
chr7	29453224	29453448	8		
chr7	29518040	29519367	886		
chr7	29616370	29616718	13		
chr7	29766991	29767541	186		
chr7	29767945	29769236	982		
chr7	29783911	29784861	515		
chr7	29815487	29816651	694		
chr7	29818929	29819455	236		
chr7	29853281	29853908	149		
chr7	29859899	29860559	195		
chr7	29875644	29875901	10		
chr7	29905797	29906689	533		
chr7	29908197	29909031	631		
chr7	29953432	29954499	634		
chr7	29965189	29965640	27		
chr7	29983166	29984525	1100		
chr7	30050845	30051456	303		
chr7	30072229	30073040	450		
chr7	30089902	30090991	564		
chr7	30094745	30095758	797		
chr7	30121376	30122495	606		
chr7	30143362	30144114	92		
chr7	30169100	30170522	990		
chr7	30184153	30185370	261		
chr7	30193873	30195114	1308		
chr7	30219302	30220079	148		
chr7	30231246	30232927	1066		
chr7	30279920	30281232	710		
chr7	30291463	30292387	163		
chr7	30308169	30308570	71		
chr7	30308678	30309350	355		
chr7	30321708	30322424	481		
chr7	30322538	30322854	86		
chr7	30362459	30363417	204		
chr7	30373708	30374155	68		
chr7	30413894	30414744	58		
chr7	30421643	30423129	332		
chr7	30423293	30423573	48		
chr7	30444919	30445691	133		
chr7	30534492	30535607	424		
chr7	30551836	30552963	554		
chr7	30553319	30553692	132		
chr7	30559102	30559660	350		
chr7	30562557	30563802	1250		
chr7	30587973	30589638	1557		
chr7	30625278	30626201	698		
chr7	30649531	30650756	975		
chr7	30664593	30665521	385		
chr7	30689248	30689448	11		
chr7	30689470	30689694	6		
chr7	30689753	30690146	13		
chr7	30717113	30717441	4		
chr7	30728991	30730229	790		
chr7	30955967	30957664	2037		
chr7	30972851	30974241	143		
chr7	31041225	31042549	249		
chr7	31053885	31055716	385		
chr7	31126240	31127395	514		
chr7	31150347	31151804	894		
chr7	31208068	31208914	303		
chr7	33982590	33982790	11		
chr7	34132263	34133647	952		
chr7	34167736	34168889	919		
chr7	34195966	34197020	890		
chr7	34229320	34230336	805		
chr7	34233769	34234681	254		
chr7	34305299	34305543	18		
chr7	34312620	34313913	1181		
chr7	34388583	34390346	1790		
chr7	34570325	34570901	30		
chr7	34594136	34594708	21		
chr7	34630045	34631057	62		
chr7	34653784	34655699	933		
chr7	34811793	34811993	17		
chr7	34812274	34813075	89		
chr7	34912271	34913129	414		
chr7	35055515	35056609	1373		
chr7	35056756	35056996	94		
chr7	35080820	35081698	71		
chr7	35086277	35086798	24		
chr7	35117983	35119126	530		
chr7	35119298	35120712	696		
chr7	35185365	35185565	10		
chr7	35214577	35215687	379		
chr7	35234244	35235656	446		
chr7	35269293	35269885	24		
chr7	35317781	35318568	546		
chr7	35333457	35333916	221		
chr7	35334024	35335228	527		
chr7	35396300	35397548	624		
chr7	35554859	35556137	1012		
chr7	35585045	35586805	822		
chr7	35646713	35647579	882		
chr7	35686978	35687288	16		
chr7	35753825	35754860	554		
chr7	35802203	35803184	617		
chr7	36166975	36167652	38		
chr7	36680040	36680264	5		
chr7	36696044	36698754	2029		
chr7	37140129	37140390	10		
chr7	37336853	37337328	18		
chr7	37343221	37343421	9		
chr7	37361858	37362494	56		
chr7	37563003	37563633	45		
chr7	37624030	37624971	68		
chr7	37769342	37769859	86		
chr7	37770216	37770804	98		
chr7	37771588	37772546	211		
chr7	38018645	38019671	885		
chr7	38061056	38061787	96		
chr7	38084574	38085785	209		
chr7	38106867	38107577	260		
chr7	38107676	38108195	214		
chr7	38167116	38167616	18		
chr7	38182915	38184399	544		
chr7	38227250	38228010	478		
chr7	38270690	38271851	780		
chr7	39449183	39450267	702		
chr7	39517283	39518536	523		
chr7	39544166	39545409	518		
chr7	39552180	39553353	428		
chr7	39588482	39589089	138		
chr7	39655390	39656092	253		
chr7	40898730	40899454	28		
chr7	41160393	41160682	6		
chr7	41392794	41393995	645		
chr7	41499002	41500411	793		
chr7	41598872	41599873	485		
chr7	41632666	41634030	839		
chr7	42107089	42107291	14		
chr7	42505161	42505999	407		
chr7	42625477	42625677	8		
chr7	42642180	42643149	252		
chr7	42692294	42693473	472		
chr7	43282948	43283390	65		
chr7	43312206	43313639	1046		
chr7	43443101	43443962	436		
chr7	43444084	43444820	244		
chr7	43465236	43466556	308		
chr7	43489756	43490280	32		
chr7	43532788	43533078	13		
chr7	43561907	43563022	354		
chr7	43579232	43580351	623		
chr7	43659183	43659563	7		
chr7	43659696	43659972	16		
chr7	43671936	43672678	331		
chr7	43685294	43686002	25		
chr7	43782646	43783042	19		
chr7	43796922	43798370	290		
chr7	44245934	44247506	1410		
chr7	44304371	44305335	374		
chr7	44310243	44310959	51		
chr7	44344653	44344861	13		
chr7	44359479	44360626	173		
chr7	44373506	44374670	239		
chr7	44384089	44384971	151		
chr7	44405329	44406038	85		
chr7	44428811	44429311	39		
chr7	44442033	44443242	94		
chr7	44467928	44468743	496		
chr7	44473575	44474498	147		
chr7	44495853	44497093	771		
chr7	44527720	44528213	50		
chr7	44548163	44548847	290		
chr7	44553360	44554413	908		
chr7	44588970	44589245	23		
chr7	44590918	44591683	94		
chr7	44604331	44604531	9		
chr7	44670346	44670902	101		
chr7	44748043	44748292	40		
chr7	44748452	44749182	446		
chr7	44815459	44817250	1165		
chr7	44839663	44840084	20		
chr7	44848295	44848950	553		
chr7	44849229	44850614	1563		
chr7	44854243	44855094	493		
chr7	44856902	44857793	606		
chr7	44868724	44869980	1418		
chr7	44891855	44892950	1056		
chr7	44895866	44896529	290		
chr7	44901444	44901728	17		
chr7	44928782	44929555	741		
chr7	44929959	44930341	126		
chr7	44952185	44952999	203		
chr7	44970368	44970945	136		
chr7	44974218	44974817	125		
chr7	44985782	44986467	854		
chr7	44986832	44987530	462		
chr7	44996946	44998656	1062		
chr7	45015491	45016177	811		
chr7	45016561	45017275	384		
chr7	45017946	45018926	944		
chr7	45052326	45054212	1290		
chr7	45061972	45063131	603		
chr7	45082520	45082903	18		
chr7	45083394	45083618	6		
chr7	45091097	45092455	204		
chr7	45102742	45103824	276		
chr7	45123569	45124349	996		
chr7	45127998	45128760	1045		
chr7	45129129	45129521	160		
chr7	45135689	45136514	322		
chr7	45153759	45154955	662		
chr7	45162007	45162373	28		
chr7	45163864	45164456	42		
chr7	45182114	45182852	45		
chr7	45204577	45205184	80		
chr7	45215685	45216574	295		
chr7	45235063	45235263	13		
chr7	45238303	45238829	32		
chr7	45240948	45241151	11		
chr7	45277178	45277660	39		
chr7	45332977	45334035	554		
chr7	45339362	45339674	59		
chr7	45361456	45361891	22		
chr7	45366586	45367046	109		
chr7	45367150	45367804	258		
chr7	45370188	45370647	97		
chr7	45394840	45395754	738		
chr7	45395990	45396400	264		
chr7	45405269	45405503	24		
chr7	45406249	45407039	114		
chr7	45413477	45414050	48		
chr7	45433781	45434619	483		
chr7	45434844	45435377	245		
chr7	45458485	45459854	1433		
chr7	45466159	45467227	685		
chr7	45488381	45489197	117		
chr7	45509765	45510773	680		
chr7	45521788	45522067	136		
chr7	45525210	45526720	1313		
chr7	45538140	45538777	87		
chr7	45567945	45568235	57		
chr7	45570100	45570988	468		
chr7	45589020	45589545	27		
chr7	45627519	45628941	1013		
chr7	45641652	45642146	59		
chr7	45643213	45643497	10		
chr7	45682641	45682891	11		
chr7	45700101	45700876	112		
chr7	45704349	45704722	132		
chr7	45705042	45707006	774		
chr7	45714829	45715268	347		
chr7	45717558	45718824	1171		
chr7	45742034	45742383	7		
chr7	45783650	45784068	39		
chr7	45798169	45798759	42		
chr7	45800884	45801454	38		
chr7	45813475	45814381	1076		
chr7	45830258	45831111	519		
chr7	45857394	45857766	21		
chr7	45866129	45866981	450		
chr7	45872773	45873812	893		
chr7	45897012	45897827	359		
chr7	45916485	45916808	62		
chr7	45920412	45921283	268		
chr7	45923155	45924100	377		
chr7	45924309	45924509	56		
chr7	46033666	46034391	583		
chr7	46098002	46098373	39		
chr7	46099819	46100806	197		
chr7	46179355	46180235	92		
chr7	46396105	46396779	30		
chr7	46639260	46640310	374		
chr7	46710098	46710750	444		
chr7	46795286	46796692	1389		
chr7	46845395	46845663	95		
chr7	46845780	46847095	1294		
chr7	46919246	46920433	1109		
chr7	46957915	46958908	426		
chr7	47007402	47009094	1326		
chr7	47050529	47051387	654		
chr7	48131553	48132341	159		
chr7	48137365	48138598	232		
chr7	48741819	48742344	13		
chr7	48749457	48750102	37		
chr7	48788714	48789592	338		
chr7	48846056	48848085	419		
chr7	48880658	48882073	443		
chr7	49245625	49247481	635		
chr7	49304024	49304251	12		
chr7	49343136	49343336	8		
chr7	49462278	49462908	49		
chr7	49522590	49523734	128		
chr7	49633483	49633995	53		
chr7	49758889	49759613	252		
chr7	49778256	49779006	507		
chr7	51510744	51511515	68		
chr7	51861497	51862678	703		
chr7	51879083	51879715	34		
chr7	51880284	51880746	36		
chr7	52005432	52006786	514		
chr7	55793827	55794836	580		
chr7	55841845	55843264	1078		
chr7	55961818	55962965	1050		
chr7	55968172	55968829	43		
chr7	56019070	56020030	650		
chr7	56049663	56050013	116		
chr7	56050133	56051048	682		
chr7	57386691	57387363	45		
chr7	57590725	57591682	72		
chr7	58398560	58399818	305		
chr7	58657855	58659064	419		
chr7	59043465	59043665	11		
chr7	59228055	59228601	492		
chr7	59228736	59229884	1209		
chr7	59767405	59767650	12		
chr7	60003993	60005112	234		
chr7	60155470	60155836	83		
chr7	60243612	60244735	102		
chr7	60391118	60391684	38		
chr7	60492002	60492870	59		
chr7	62209298	62209578	15		
chr7	62348189	62348853	80		
chr7	62419480	62420448	336		
chr7	62463652	62464602	255		
chr7	63212016	63212583	74		
chr7	63444572	63445312	44		
chr7	63754691	63755720	164		
chr7	63858644	63859112	59		
chr7	63896634	63896917	15		
chr7	63897108	63897486	29		
chr7	63905409	63906382	132		
chr7	63924714	63925369	31		
chr7	63936674	63938887	2709		
chr7	63939258	63939683	434		
chr7	64048585	64048930	13		
chr7	64065455	64065768	12		
chr7	64287249	64288469	934		
chr7	64373388	64374192	508		
chr7	64391622	64393176	1034		
chr7	64501753	64502454	23		
chr7	64872100	64873280	776		
chr7	65155716	65156903	66		
chr7	65370105	65371295	1236		
chr7	65371427	65371640	89		
chr7	65486271	65486558	19		
chr7	65527230	65527994	40		
chr7	65644767	65645581	230		
chr7	65693080	65694095	675		
chr7	65704867	65705315	27		
chr7	65861695	65863050	358		
chr7	65881596	65881813	10		
chr7	66060016	66061275	1178		
chr7	66079201	66080347	530		
chr7	66108915	66110491	1274		
chr7	66332053	66332574	22		
chr7	66387524	66388862	903		
chr7	66427168	66428126	64		
chr7	66450175	66450500	12		
chr7	66661677	66661913	16		
chr7	66688965	66689700	540		
chr7	66689853	66690456	407		
chr7	66839669	66840620	266		
chr7	67042591	67044316	442		
chr7	67222136	67223157	572		
chr7	67371683	67373552	1867		
chr7	67562318	67562588	10		
chr7	67566776	67566976	11		
chr7	67644765	67645241	315		
chr7	67645412	67646031	496		
chr7	67647398	67647915	319		
chr7	67715045	67716504	129		
chr7	67758554	67759819	533		
chr7	67803616	67804151	36		
chr7	67849057	67849673	36		
chr7	67950716	67953537	2244		
chr7	68128805	68130098	648		
chr7	68157304	68157813	19		
chr7	68263950	68264833	69		
chr7	68275899	68276417	30		
chr7	68302759	68303260	48		
chr7	68748301	68749289	752		
chr7	70118552	70118752	9		
chr7	70331307	70332315	103		
chr7	70337425	70337857	13		
chr7	70345948	70346228	32		
chr7	70350670	70351719	356		
chr7	70358890	70359286	157		
chr7	70359624	70361761	1277		
chr7	70361935	70362249	249		
chr7	70365411	70365814	145		
chr7	70625241	70625675	14		
chr7	70822633	70822896	14		
chr7	71411427	71412347	62		
chr7	71705529	71705981	26		
chr7	72306118	72307026	57		
chr7	72672708	72673143	100		
chr7	73323522	73323746	5		
chr7	73375085	73376622	563		
chr7	73391220	73392679	517		
chr7	73399466	73399666	14		
chr7	73477768	73478770	67		
chr7	73537300	73537682	181		
chr7	73538122	73538445	110		
chr7	73540205	73541726	814		
chr7	73556615	73558465	2370		
chr7	73558855	73559300	326		
chr7	73594562	73595796	114		
chr7	73607049	73607957	149		
chr7	73617779	73618341	170		
chr7	73618611	73619383	601		
chr7	73740025	73741597	341		
chr7	74012713	74014137	186		
chr7	74381613	74381813	7		
chr7	74382017	74382477	8		
chr7	74553824	74555448	1037		
chr7	75308779	75308979	8		
chr7	75455531	75456523	1167		
chr7	75587411	75587710	3		
chr7	75611866	75613647	475		
chr7	75642782	75643583	144		
chr7	75643733	75644735	153		
chr7	75655445	75656208	62		
chr7	75701992	75702500	26		
chr7	75781345	75782660	551		
chr7	75847879	75848115	51		
chr7	75848251	75849300	687		
chr7	75910175	75910443	14		
chr7	78576999	78577232	17		
chr7	78577501	78579011	108		
chr7	78782433	78783760	978		
chr7	78846562	78847336	623		
chr7	78895443	78895748	85		
chr7	78895860	78896714	809		
chr7	78913475	78914289	161		
chr7	79148113	79149099	558		
chr7	79273200	79274022	573		
chr7	79341257	79341734	37		
chr7	79391683	79392736	403		
chr7	79465437	79466302	905		
chr7	79466533	79467162	284		
chr7	79496217	79496453	14		
chr7	79659536	79660813	250		
chr7	79710149	79710427	15		
chr7	79715235	79716181	280		
chr7	79721188	79721939	154		
chr7	79731963	79732189	10		
chr7	79742494	79743260	258		
chr7	79780733	79781340	43		
chr7	79790349	79790685	31		
chr7	79792821	79793311	22		
chr7	79811008	79811485	25		
chr7	79847550	79848486	139		
chr7	79920172	79921104	562		
chr7	79934727	79936143	575		
chr7	80024872	80025084	116		
chr7	80025304	80025546	143		
chr7	80025677	80025904	106		
chr7	80026081	80026782	773		
chr7	80026904	80028135	991		
chr7	80033163	80033670	17		
chr7	80055542	80056190	63		
chr7	80069009	80069671	49		
chr7	80079035	80079313	11		
chr7	80114367	80115419	668		
chr7	80115492	80115748	74		
chr7	80186432	80187511	265		
chr7	80192327	80192890	33		
chr7	80198034	80199154	463		
chr7	80232057	80232700	531		
chr7	80232850	80233394	301		
chr7	80246293	80246855	272		
chr7	80260800	80261877	791		
chr7	80269207	80270263	654		
chr7	80294404	80295033	213		
chr7	80323665	80324774	438		
chr7	80339383	80340251	349		
chr7	80340380	80340631	77		
chr7	80343108	80343543	152		
chr7	80370421	80371698	798		
chr7	80386749	80388573	504		
chr7	80401736	80403309	1708		
chr7	80422994	80423253	13		
chr7	80534640	80535755	411		
chr7	80582911	80583311	16		
chr7	80587518	80587812	13		
chr7	80647447	80647915	27		
chr7	80687861	80689208	1018		
chr7	80802378	80803358	951		
chr7	80846126	80846326	11		
chr7	80860414	80861508	687		
chr7	80882900	80883290	19		
chr7	80900709	80901713	546		
chr7	80904750	80905061	77		
chr7	80946967	80948205	889		
chr7	80992771	80994498	1867		
chr7	81057554	81058995	232		
chr7	81134380	81134613	13		
chr7	81212535	81213108	267		
chr7	81213237	81214571	1294		
chr7	81344332	81345664	1076		
chr7	81420520	81421262	65		
chr7	81453915	81455514	723		
chr7	81493091	81493839	35		
chr7	81523047	81524209	698		
chr7	81565555	81566649	119		
chr7	81571265	81572615	1264		
chr7	81706308	81707375	294		
chr7	81762437	81763784	1347		
chr7	81788844	81789876	615		
chr7	81828288	81829839	1363		
chr7	81859037	81860074	254		
chr7	81933150	81934465	981		
chr7	81992010	81992678	47		
chr7	82174720	82175334	40		
chr7	82318230	82318533	13		
chr7	82335322	82336406	166		
chr7	82648081	82649138	751		
chr7	82865709	82866105	204		
chr7	82866324	82867028	492		
chr7	82867208	82868197	645		
chr7	83631482	83632741	432		
chr7	83654372	83655473	194		
chr7	83722198	83722412	12		
chr7	83744878	83745876	73		
chr7	83809958	83810294	16		
chr7	83882715	83884839	1816		
chr7	83891974	83892932	668		
chr7	83927828	83928228	18		
chr7	84086317	84086732	27		
chr7	84151121	84152471	890		
chr7	84409574	84410308	53		
chr7	84528999	84529259	9		
chr7	84605265	84606602	375		
chr7	84678976	84680142	143		
chr7	84689134	84689967	900		
chr7	84690105	84690380	85		
chr7	84749675	84750247	36		
chr7	84779315	84779809	138		
chr7	85373715	85373926	12		
chr7	85378194	85378545	8		
chr7	87246239	87247083	97		
chr7	88277685	88278785	265		
chr7	88430125	88430876	50		
chr7	89338029	89339156	872		
chr7	89392158	89392399	10		
chr7	89403757	89404170	302		
chr7	89404385	89405676	1448		
chr7	89418861	89419130	15		
chr7	89499983	89500482	28		
chr7	89516981	89518208	334		
chr7	89632384	89633490	326		
chr7	89940444	89941255	750		
chr7	89979834	89981640	1640		
chr7	90029275	90029833	26		
chr7	90030093	90030481	33		
chr7	90129648	90130003	271		
chr7	90130221	90132243	2222		
chr7	90145970	90146242	12		
chr7	90302151	90303040	131		
chr7	90387044	90387423	20		
chr7	90426001	90426924	142		
chr7	90442408	90442657	119		
chr7	90442776	90444315	1736		
chr7	90456663	90457820	865		
chr7	90475396	90476068	382		
chr7	90476169	90476963	471		
chr7	91090685	91091343	30		
chr7	91091510	91091710	13		
chr7	92180390	92181198	68		
chr7	92181409	92181770	27		
chr7	92560932	92562113	913		
chr7	92636606	92637877	1002		
chr7	92668479	92669915	1875		
chr7	92670226	92670452	112		
chr7	92740698	92741484	602		
chr7	92741624	92742415	360		
chr7	92777292	92777844	32		
chr7	92873962	92875713	1028		
chr7	92982173	92982903	50		
chr7	93006748	93007035	8		
chr7	93079705	93081269	620		
chr7	96153039	96153302	14		
chr7	96210126	96211120	63		
chr7	96212748	96213524	65		
chr7	96951104	96952122	754		
chr7	96971617	96971817	8		
chr7	96985737	96986086	22		
chr7	97081336	97082887	1599		
chr7	97277842	97278133	10		
chr7	97331700	97332955	1083		
chr7	97371533	97372167	407		
chr7	97399982	97400985	881		
chr7	97416728	97417546	297		
chr7	97453241	97453797	55		
chr7	97480936	97481722	399		
chr7	97579022	97579463	252		
chr7	97579572	97581000	1656		
chr7	97696166	97697293	836		
chr7	97737543	97738614	455		
chr7	97748368	97749771	129		
chr7	97788287	97789355	194		
chr7	97842903	97843369	30		
chr7	98084755	98085552	51		
chr7	98102948	98103472	50		
chr7	98177654	98178710	482		
chr7	98193574	98194417	37		
chr7	98268083	98268343	14		
chr7	98308645	98309956	691		
chr7	98341563	98341940	31		
chr7	98360119	98361645	593		
chr7	98489592	98490973	652		
chr7	98655758	98656649	1174		
chr7	98656907	98657506	491		
chr7	98678090	98678936	81		
chr7	98692947	98693353	16		
chr7	98702369	98702965	380		
chr7	98703098	98703902	873		
chr7	98784260	98784752	24		
chr7	98814825	98816605	1141		
chr7	98834922	98836724	437		
chr7	99132471	99132688	13		
chr7	99139945	99141195	1310		
chr7	99141509	99141861	142		
chr7	99181987	99183244	441		
chr7	99202410	99202956	27		
chr7	99248915	99249647	41		
chr7	99268015	99269585	401		
chr7	99351203	99353148	1720		
chr7	99380960	99381277	127		
chr7	99381455	99382588	739		
chr7	99468021	99469021	212		
chr7	99482757	99483691	775		
chr7	99535172	99536555	678		
chr7	99570599	99570937	15		
chr7	99625964	99627024	344		
chr7	99705465	99706815	215		
chr7	99827723	99828737	244		
chr7	99858215	99858976	667		
chr7	99917039	99917707	30		
chr7	99979514	99980493	1235		
chr7	100005983	100006217	11		
chr7	100120761	100121941	986		
chr7	100159150	100160028	558		
chr7	100178374	100179259	60		
chr7	100227272	100228331	713		
chr7	100285303	100285763	30		
chr7	100371292	100371954	456		
chr7	100372252	100372857	391		
chr7	100472983	100473874	89		
chr7	100492791	100494867	737		
chr7	100536566	100537587	522		
chr7	100582501	100583360	291		
chr7	100590753	100591689	401		
chr7	100607008	100607353	207		
chr7	100607637	100608893	1605		
chr7	100658255	100658455	9		
chr7	100706035	100707382	857		
chr7	100862695	100863551	340		
chr7	100894170	100895037	112		
chr7	100911758	100911958	10		
chr7	100930716	100932824	721		
chr7	100963155	100963690	28		
chr7	100963702	100964298	44		
chr7	100974148	100975039	62		
chr7	101011163	101012738	847		
chr7	101107987	101109914	1371		
chr7	101301281	101302617	834		
chr7	101310165	101310933	227		
chr7	101320828	101321733	394		
chr7	101347750	101348704	301		
chr7	101362447	101362651	11		
chr7	101363247	101363476	8		
chr7	101377826	101378872	81		
chr7	101385073	101385321	10		
chr7	101385439	101385792	25		
chr7	101394385	101395641	119		
chr7	101450636	101452190	562		
chr7	101461437	101461661	13		
chr7	101663649	101664354	329		
chr7	101820817	101821034	18		
chr7	101821576	101822219	101		
chr7	101836326	101838352	1578		
chr7	101895919	101897255	637		
chr7	101905453	101905706	78		
chr7	101905866	101906709	776		
chr7	101933319	101934576	938		
chr7	101969698	101971503	1130		
chr7	102017232	102018198	183		
chr7	102064668	102066119	847		
chr7	102075102	102075302	11		
chr7	102101788	102103351	345		
chr7	102209455	102210194	785		
chr7	102210310	102210971	353		
chr7	102222528	102223484	405		
chr7	102249256	102250881	1432		
chr7	102267205	102268560	1258		
chr7	102441379	102442563	590		
chr7	102512890	102513462	26		
chr7	102564877	102565541	281		
chr7	102686769	102687734	325		
chr7	102702395	102702846	24		
chr7	104218838	104219635	144		
chr7	104244432	104245375	350		
chr7	104287161	104288227	291		
